state,party,pct
Texas,D,37
Texas,R,42
Texas,D,38
Texas,R,39
Texas,D,33
Texas,R,45
Texas,D,42
Texas,R,52
Texas,D,45
Texas,R,33
Texas,D,42.8
Texas,R,51.1
Texas,D,40
Texas,R,54
Texas,D,32.2
Texas,R,52.6
Texas,D,33
Texas,R,59
Texas,D,37
Texas,R,56
Texas,D,38.1
Texas,R,53.1
Texas,D,35
Texas,R,42
Texas,D,39
Texas,R,57
Texas,D,38
Texas,R,56
Texas,D,35
Texas,R,57
Texas,D,36.64
Texas,R,53.78
Texas,D,38
Texas,R,58
Texas,D,33.2
Texas,R,53
Texas,D,29
Texas,R,58
Texas,D,45
Texas,R,55
Texas,D,39
Texas,R,58
Texas,D,41
Texas,R,50
Texas,D,36
Texas,R,41
Texas,D,39
Texas,R,52
Texas,D,33.91
Texas,R,52.79
Texas,D,28.3
Texas,R,48.2
Texas,D,37
Texas,R,56
Texas,D,38
Texas,R,51
Texas,D,25
Texas,R,44
Texas,D,31
Texas,R,47
Texas,D,41
Texas,R,51
Texas,D,32
Texas,R,44
Texas,D,34
Texas,R,53
Texas,D,36
Texas,R,48
Texas,D,40
Texas,R,49
Utah,D,33
Utah,R,58
Utah,D,26
Utah,R,50
Utah,D,29
Utah,R,57
Utah,D,19
Utah,R,52
Utah,D,19.6
Utah,R,55
Utah,D,17
Utah,R,49
Vermont,D,24
Vermont,R,65
Vermont,D,31
Vermont,R,48
Vermont,D,15.3
Vermont,R,67.8
Vermont,D,16
Vermont,R,60
Vermont,D,23.96
Vermont,R,55.33
Vermont,D,25
Vermont,R,60
Vermont,D,20
Vermont,R,62
Vermont,D,29
Vermont,R,52
Vermont,D,20
Vermont,R,55
Vermont,D,39
Vermont,R,49
Vermont,D,28
Vermont,R,42
Vermont,D,42
Vermont,R,50
Virginia,D,47
Virginia,R,48
Virginia,D,50
Virginia,R,47
Virginia,D,47.1
Virginia,R,49.4
Virginia,D,45
Virginia,R,47
Virginia,D,46
Virginia,R,49
Virginia,D,48
Virginia,R,47
Virginia,D,47
Virginia,R,48
Virginia,D,45
Virginia,R,53
Virginia,D,49
Virginia,R,48
Virginia,D,49
Virginia,R,45
Virginia,D,49
Virginia,R,48
Virginia,D,45.6
Virginia,R,45.2
Virginia,D,49.4
Virginia,R,48.5
Virginia,D,43
Virginia,R,47
Virginia,D,48.3
Virginia,R,48.3
Virginia,D,41
Virginia,R,43
Virginia,D,41
Virginia,R,38
Virginia,D,46
Virginia,R,46
Virginia,D,50
Virginia,R,45
Virginia,D,47.5
Virginia,R,48.4
Virginia,D,52
Virginia,R,41
Virginia,D,51
Virginia,R,46
Virginia,D,47
Virginia,R,43
Virginia,D,50
Virginia,R,47
Virginia,D,49
Virginia,R,45
Virginia,D,49.1
Virginia,R,49.2
Virginia,D,48
Virginia,R,44
Virginia,D,48
Virginia,R,43
Virginia,D,48
Virginia,R,41
Virginia,D,48
Virginia,R,45
Virginia,D,46
Virginia,R,42
Virginia,D,45
Virginia,R,42
Virginia,D,43
Virginia,R,34
Virginia,D,50.8
Virginia,R,47.6
Virginia,D,49
Virginia,R,43
Virginia,D,50
Virginia,R,47
Virginia,D,43
Virginia,R,38
Virginia,D,46
Virginia,R,41
Virginia,D,43
Virginia,R,48
Virginia,D,46
Virginia,R,48
Virginia,D,48
Virginia,R,48
Virginia,D,46.6
Virginia,R,46.3
Virginia,D,47
Virginia,R,42
Virginia,D,50
Virginia,R,41
Virginia,D,49
Virginia,R,43
Virginia,D,47
Virginia,R,44
Virginia,D,46
Virginia,R,38
Virginia,D,40
Virginia,R,37
Virginia,D,40
Virginia,R,37
Virginia,D,47
Virginia,R,45
Virginia,D,51
Virginia,R,45
Virginia,D,50
Virginia,R,43
Virginia,D,45
Virginia,R,40
Virginia,D,46.8
Virginia,R,45
Virginia,D,46.39
Virginia,R,41.28
Virginia,D,46
Virginia,R,42
Virginia,D,48
Virginia,R,46
Washington,D,59.1
Washington,R,40.9
Washington,D,56
Washington,R,40
Washington,D,54
Washington,R,40
Washington,D,53
Washington,R,37
Washington,D,62
Washington,R,31
Washington,D,60
Washington,R,32
Washington,D,61
Washington,R,32
Washington,D,61
Washington,R,32
Washington,D,60
Washington,R,31
Washington,D,60
Washington,R,31
Washington,D,56
Washington,R,31
Washington,D,56
Washington,R,34
Washington,D,57
Washington,R,30
West Virginia,D,34.9
West Virginia,R,53.1
West Virginia,D,34
West Virginia,R,53
West Virginia,D,37
West Virginia,R,48
West Virginia,D,40
West Virginia,R,46
West Virginia,D,27
West Virginia,R,54
West Virginia,D,49
West Virginia,R,39
Wisconsin,D,51
Wisconsin,R,48
Wisconsin,D,50
Wisconsin,R,50
Wisconsin,D,48
Wisconsin,R,50
Wisconsin,D,48
Wisconsin,R,49.6
Wisconsin,D,44
Wisconsin,R,45
Wisconsin,D,48
Wisconsin,R,48
Wisconsin,D,47
Wisconsin,R,45
Wisconsin,D,47.2
Wisconsin,R,47.5
Wisconsin,D,46
Wisconsin,R,47
Wisconsin,D,47.5
Wisconsin,R,49.4
Wisconsin,D,45.7
Wisconsin,R,50.1
Wisconsin,D,48
Wisconsin,R,49
Wisconsin,D,50
Wisconsin,R,46
Wisconsin,D,50
Wisconsin,R,48
Wisconsin,D,47
Wisconsin,R,46
Wisconsin,D,46
Wisconsin,R,41
Wisconsin,D,50
Wisconsin,R,50
Wisconsin,D,48
Wisconsin,R,46
Wisconsin,D,47
Wisconsin,R,47
Wisconsin,D,47
Wisconsin,R,50
Wisconsin,D,47
Wisconsin,R,48
Wisconsin,D,47
Wisconsin,R,47.7
Wisconsin,D,44.8
Wisconsin,R,43.3
Wisconsin,D,49
Wisconsin,R,44
Wisconsin,D,49
Wisconsin,R,48
Wisconsin,D,47
Wisconsin,R,44
Wisconsin,D,44
Wisconsin,R,43
Wisconsin,D,48
Wisconsin,R,47.5
Wisconsin,D,48
Wisconsin,R,48
Wisconsin,D,49
Wisconsin,R,46
Wisconsin,D,45
Wisconsin,R,43
Wisconsin,D,48
Wisconsin,R,44
Wisconsin,D,47
Wisconsin,R,43
Wisconsin,D,48
Wisconsin,R,41
Wisconsin,D,48
Wisconsin,R,40
Wisconsin,D,51
Wisconsin,R,34
Wisconsin,D,41
Wisconsin,R,34
Wisconsin,D,39
Wisconsin,R,38
Wisconsin,D,43
Wisconsin,R,36
Wisconsin,D,41
Wisconsin,R,41
Wisconsin,D,48
Wisconsin,R,43
Wisconsin,D,45
Wisconsin,R,44
Wisconsin,D,50.9
Wisconsin,R,46.1
Wisconsin,D,44
Wisconsin,R,47
Wisconsin,D,47
Wisconsin,R,47
Wisconsin,D,48.2
Wisconsin,R,45.2
Wisconsin,D,41
Wisconsin,R,40
Wisconsin,D,46
Wisconsin,R,47
Wisconsin,D,43
Wisconsin,R,47
Wisconsin,D,52
Wisconsin,R,43
Wisconsin,D,53
Wisconsin,R,43
Wisconsin,D,49
Wisconsin,R,42
Wisconsin,D,50
Wisconsin,R,42
Wisconsin,D,50
Wisconsin,R,43
Wisconsin,D,44
Wisconsin,R,36
Wisconsin,D,49
Wisconsin,R,44
Wisconsin,D,47
Wisconsin,R,43
Wisconsin,D,49
Wisconsin,R,45
Wisconsin,D,46
Wisconsin,R,43.6
Wisconsin,D,44
Wisconsin,R,46
Wisconsin,D,46
Wisconsin,R,46
Wisconsin,D,49
Wisconsin,R,44
Wisconsin,D,47.5
Wisconsin,R,40.6
Wisconsin,D,54
Wisconsin,R,41
Wisconsin,D,44
Wisconsin,R,48
Wisconsin,D,49
Wisconsin,R,45
Wyoming,D,23.6
Wyoming,R,75.9
Wyoming,D,27
Wyoming,R,61
